track_uri,artist_uri,dan,ene,aco,val,artist_genres
spotify:track:4IGXSEwDJIiOQ91tiJYR8C,"spotify:artist:196MfFl5VIfyX1ZBmJeWHc, spotify:artist:7gVjwNcSj3o1ZwfposgokO",0.283,0.837,0.0521,0.793,socal indie
spotify:track:4CAFjRhubtiR8M3z4qbc2W,spotify:artist:6LQLO7AYMRaVS86OlbxQOO,0.56,0.295,0.649,0.246,
spotify:track:2qwGNZ1cLhF5i1r73jXjiO,spotify:artist:5FN9kuAUamAd4IadVnH4jH,0.773,0.797,0.229,0.836,lo-fi rap
spotify:track:5aZJPz3SoTYUO5lPRcssuG,"spotify:artist:12rytXZonlKWOQGS14woPL, spotify:artist:00dmmWx4516ai8h1z3b7GC",0.506,0.712,0.0195,0.0992,"cloud rap,emo rap,cloud rap"
spotify:track:60Or2rv58mK4A02XsSmFHv,spotify:artist:6lHO1eGthNnos9KP2BH0cG,0.667,0.257,0.819,0.323,"bedroom pop,uk contemporary r&b"
spotify:track:0UNjCvpQetnrX1vu3DPDP8,spotify:artist:4wXchxfTTggLtzkoUhO86Q,0.557,0.184,0.958,0.0644,"art pop,bubblegrunge,indie pop,indie rock,small room"
spotify:track:3pCs4Xv1Mf139jlAhoHJfP,spotify:artist:10vRxHWrGthzWjNMCNvUHy,0.674,0.783,0.153,0.799,"indie garage rock,socal indie"
spotify:track:6I0m89XMkPX46MMaNmkWNK,spotify:artist:7tr9pbgNEKtG0GQTKe08Tz,0.713,0.505,0.217,0.583,experimental r&b
spotify:track:6g9Q7QmWlhFrigl4DarLMB,spotify:artist:1n861RIk6CTAWncgHR9UHg,0.368,0.903,0.0000669,0.296,"experimental rock,instrumental math rock,instrumental rock,math rock,nintendocore,noise rock,sacramento indie"
spotify:track:38iL0nLaukIp5WUhfIG5wT,spotify:artist:0gv0gpgHfyolSrapq8d4Kp,0.436,0.467,0.977,0.329,dungeon synth
spotify:track:2aQdJLbJifR8QFNvtyaxj8,spotify:artist:0FXxQ0TEYtebM8gGg0xdoC,0.107,0.978,0.00000807,0.0975,"j-rock,japanese alternative rock,japanese post-hardcore,kyushu indie"
spotify:track:666qS6WdMetwT6iN5XARkf,spotify:artist:4wMfqR1EZagrSlYndItxGQ,0.419,0.593,0.659,0.33,small room
spotify:track:64iLr0zHbz0E0KS9mLLk72,"spotify:artist:0WmCtzWHzDGu7eX4LdEgCt, spotify:artist:65QQtCQDT1sHhn6haBn7G6",0.408,0.667,0.00223,0.0543,indie game soundtrack
spotify:track:410smJMzhna1ADC2ldqVHu,spotify:artist:4JNfz6aO9ZFz0gp5GY88am,0.688,0.699,0.0126,0.385,"alt z,pixie"
spotify:track:1lW3Wk9SW5ucKSfqIoIyhv,spotify:artist:4MNb4Sg2SIGiCeeNrOBObG,0.274,0.52,0.000711,0.486,toronto indie
spotify:track:77UXyXy6qie0sOtLdEIH4A,spotify:artist:3MZsBdqDrRTJihTHQrO6Dq,0.458,0.378,0.416,0.037,viral pop
spotify:track:72Qo3U5apeuv91j9BEqJBM,spotify:artist:3MZsBdqDrRTJihTHQrO6Dq,0.403,0.234,0.761,0.13,viral pop
spotify:track:5TTXEcfsYLh6fTarLaevTi,spotify:artist:2kxP07DLgs4xlWz8YHlvfh,0.752,0.494,0.432,0.227,indonesian r&b
spotify:track:3XY1XnhE0QjPUZqpIb7GDn,spotify:artist:1jvXgRFagbj6jaZQlzwokx,0.15,0.937,0.216,0.195,"boston indie,midwest emo,new england emo"
spotify:track:61KoN6PlBhQD7sivCcf0hA,"spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ, spotify:artist:50co4Is1HCEo8bhOyUWKpn",0.868,0.616,0.292,0.495,"pop rap,portland hip hop,rap,underground hip hop,atl hip hop,atl trap,gangster rap,melodic rap,rap,trap"
spotify:track:2nWB8ZpA1lxulicEUzTQ6W,"spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ, spotify:artist:3r1XkJ7vCs8kHBSzGvPLdP, spotify:artist:68kEuyFKyqrdQQLLsmiatm",0.647,0.537,0.307,0.698,"pop rap,portland hip hop,rap,underground hip hop,uk alternative hip hop,uk hip hop,conscious hip hop,hip hop,rap,underground hip hop"
spotify:track:69vacq3f64e3J7qCcl6euz,spotify:artist:39HLbTdg48gwqAIa1CA266,0.461,0.721,0.0728,0.441,
spotify:track:3dCAbwOA2YbrIinUpTVYDC,spotify:artist:3BkUIA9Gj05fOc3rw4iug0,0.893,0.726,0.0264,0.829,
spotify:track:17PoOoE5Dy0p0RNVThNlAX,spotify:artist:2PfBzriIMRsCXPDtSy9vg8,0.334,0.278,0.939,0.108,"canadian pop,chamber pop,melancholia,piano rock,singer-songwriter"
spotify:track:3abWPQvso3omVQlYChaxCT,spotify:artist:1KgRATlxeAdHQLacHoIjgQ,0.575,0.862,0.0031,0.552,oxford indie
spotify:track:2rTnVB1bvwxHtaIl4uVu7f,"spotify:artist:3Y7RZ31TRPVadSFVy1o8os, spotify:artist:0A0FS04o6zMoto8OKPsDwY",0.832,0.469,0.0807,0.197,"r&b,rap,cali rap,hip hop,pop rap,rap,southern hip hop,trap"
spotify:track:5oady7OSE7dH7LHiqmb3Cr,"spotify:artist:5dHt1vcEm9qb8fCyLcB3HL, spotify:artist:3tlXnStJ1fFhdScmQeLpuG, spotify:artist:0rlS0SzVFk8BoiAW0fGBbN",0.737,0.597,0.292,0.449,"hip hop,pop rap,rap,southern hip hop,trap,r&b,rap,hip hop"
spotify:track:4JE6agBLHGA5TaF6FlqfBD,spotify:artist:12j6dJrPXanCBwY599pZxf,0.331,0.45,0.365,0.18,"indie anthem-folk,indie pop,pov: indie"
spotify:track:3RG2HiKs8nMr5j6StmLuHi,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,0.837,0.373,0.782,0.477,"gauze pop,indietronica,modern rock,pov: indie,shiver pop"
spotify:track:6uCQ5RscJkTgS5sC9Dba7L,spotify:artist:4OBt2MzBg9UmaACOI95QcX,0.61,0.875,0.0283,0.873,ambient techno
spotify:track:2KajGSNZwQHFSv6rFJ3hY3,"spotify:artist:141ww9EOPLPetF8mMt1gKF, spotify:artist:6KAgrAiCdJPDucMqR1kvMn",0.761,0.71,0.393,0.177,"glitchcore,hyperpop,glitchcore"
spotify:track:6yskD7PQuQUrpZqKkatot0,"spotify:artist:141ww9EOPLPetF8mMt1gKF, spotify:artist:6KAgrAiCdJPDucMqR1kvMn",0.541,0.715,0.0808,0.337,"glitchcore,hyperpop,glitchcore"
spotify:track:1VUYncEHINT1OkeDvNobQG,spotify:artist:141ww9EOPLPetF8mMt1gKF,0.602,0.481,0.108,0.0674,"glitchcore,hyperpop"
spotify:track:17D5JgDK24OQLFViCSpNoz,spotify:artist:141ww9EOPLPetF8mMt1gKF,0.501,0.825,0.00136,0.0351,"glitchcore,hyperpop"
spotify:track:1wFnKxcpVMIi8gjiGKvoe9,spotify:artist:5dMQj0Pi1FkqDzVZbiV4F8,0.235,0.151,0.674,0.0792,"lo-fi indie,nu age,slowcore"
spotify:track:5lVKraeurh32H4eV6qIebe,spotify:artist:29KoQai9cdLvwkP97hZ4W7,0.274,0.267,0.634,0.0679,
spotify:track:4IOYk6epkzXT38U4ShauZ6,"spotify:artist:4p75GTNEXwsAAkpweMVtKo, spotify:artist:1ybINI1qPiFbwDXamRtwxD",0.718,0.403,0.263,0.636,"indie hip hop,underground hip hop,viral rap,alternative r&b"
spotify:track:0QNkVh7nw7KkQSPkjharYW,spotify:artist:7yF6JnFPDzgml2Ytkyl5D7,0.669,0.802,0.0103,0.267,"aussietronica,australian house,lo-fi house"
spotify:track:6T7RlwsNCmCvyYLOvqzpGW,"spotify:artist:56OjNTX2bkrdGcB0staUOV, spotify:artist:0jNDKefhfSbLR9sFvcPLHo",0.636,0.704,0.184,0.478,"bedroom pop,brostep,edm,electro house,electronic trap,future bass,pop dance"
spotify:track:4PqIGrsz5rThl0w9iP03yP,spotify:artist:6py4uFIC7T6RdrZnH6hFYJ,0.516,0.945,0.000261,0.793,reggae rock
spotify:track:4OSUx1d93oq5tfI2AC9ADV,spotify:artist:6py4uFIC7T6RdrZnH6hFYJ,0.589,0.924,0.000749,0.867,reggae rock
spotify:track:27uj383xsj9L7dEaDIOjwg,spotify:artist:6py4uFIC7T6RdrZnH6hFYJ,0.551,0.976,0.000636,0.672,reggae rock
spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,spotify:artist:3yY2gUcIsjMr8hjo51PoJ8,0.611,0.846,0.00509,0.751,"madchester,new wave,permanent wave,rock,uk post-punk"
spotify:track:3YFdwzFuwDC6D0SttvR7WY,spotify:artist:0xOeVMOz2fVg5BJY3N6akT,0.402,0.483,0.329,0.315,"pop rap,rap"
spotify:track:7kWOOLjhvTsfNFHdu9iWWl,"spotify:artist:0xOeVMOz2fVg5BJY3N6akT, spotify:artist:4V8LLVI7PbaPR0K2TGSxFF",0.47,0.794,0.113,0.133,"pop rap,rap,hip hop,rap"
spotify:track:6XNANAB7sFvkfho6bMCp7o,"spotify:artist:0xOeVMOz2fVg5BJY3N6akT, spotify:artist:3rWZHrfrsPBxVy692yAIxF",0.569,0.86,0.135,0.289,"pop rap,rap,afrofuturism,pop,post-teen pop,pov: indie"
spotify:track:4vTAKiVdz7iSVJcKPjvAk4,spotify:artist:0xOeVMOz2fVg5BJY3N6akT,0.45,0.473,0.354,0.17,"pop rap,rap"
spotify:track:2mbAFKj9gePjW91G1WH3sp,"spotify:artist:0xOeVMOz2fVg5BJY3N6akT, spotify:artist:13ubrt8QOOCPljQ2FL1Kca",0.759,0.812,0.251,0.229,"pop rap,rap,east coast hip hop,hip hop,rap"
spotify:track:4D1eVq5AUILwjg3tAe7o6M,"spotify:artist:0xOeVMOz2fVg5BJY3N6akT, spotify:artist:0fA0VVWsXO9YnASrzqfmYu",0.344,0.843,0.0214,0.219,"pop rap,rap,hip hop,ohio hip hop,pop rap,rap"
spotify:track:6t1fM3bVaTXe8WHUVSnb4P,"spotify:artist:4rJ0NRIvhTVEpLeKKoQcQT, spotify:artist:3uL9a8QRwQ6J8Sc7NYK7oJ",0.277,0.152,0.992,0.0773,
spotify:track:448Q0moLtMfg3t5AlaPxGq,spotify:artist:3U3zr5PCRa9ty74uN46iBa,0.525,0.0183,0.908,0.329,
spotify:track:2BXSzLcipRr7DHNQW42NbG,spotify:artist:1dWEYMPtNmvSVaDNLgB6NV,0.682,0.811,0.0535,0.565,"la indie,modern alternative rock,modern rock,pov: indie"
spotify:track:2XVa5hSqbxfcHQN5mISnaa,spotify:artist:55VDe291360aWSrwt1U96m,0.614,0.874,0.0709,0.56,"chill breakcore,hyperpop,plunderphonics"
spotify:track:4uQjWuFrbq0DfE1npM0mby,spotify:artist:55VDe291360aWSrwt1U96m,0.703,0.743,0.0693,0.356,"chill breakcore,hyperpop,plunderphonics"
spotify:track:2H30WL3exSctlDC9GyRbD4,spotify:artist:48vDIufGC8ujPuBiTxY8dm,0.496,0.644,0.264,0.435,english indie rock
spotify:track:4ZUmsqmwLUrVMMbIInZkSk,spotify:artist:359MsXnylhLWcIP444SEAu,0.664,0.317,0.477,0.487,
spotify:track:2SIrI92MzsooKVMd3bXsS6,spotify:artist:359MsXnylhLWcIP444SEAu,0.715,0.749,0.000344,0.913,
spotify:track:3z2RkQCXGwLUFDvBrAXZl1,spotify:artist:5D9DTI3Knr64lYa3zDCpB7,0.577,0.629,0.432,0.613,atlanta indie
spotify:track:7EQOBRXKFOupE8RRTeKuf8,spotify:artist:5D9DTI3Knr64lYa3zDCpB7,0.452,0.794,0.0286,0.359,atlanta indie
spotify:track:2AlXN2KTcdA6meQMrVluJu,spotify:artist:1ejkQAcOu9cl7kEbZ3Nb8b,0.44,0.564,0.058,0.158,bedroom pop
spotify:track:5etys3p3H0qRDscHy7eWKc,spotify:artist:6AX5hnjYSvcjZd9IyqYPsp,0.2,0.836,0.00000152,0.225,"australian shoegaze,brisbane indie,grungegaze,nu gaze,shoegaze"
spotify:track:3GcfJil8xwTGDMnwLJ8Aqz,spotify:artist:5iUnvXddCpOrbWKm7QMr6o,0.547,0.387,0.805,0.139,experimental hip hop
spotify:track:0z1o5L7HJx562xZSATcIpY,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,0.293,0.276,0.224,0.195,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock"
spotify:track:10nyNJ6zNy2YVYLrcwLccB,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,0.255,0.393,0.0577,0.118,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock"
spotify:track:4zCgCPtoh6jM6BRZ81gI5P,spotify:artist:2HTx7d0LmFQtmzj7pdBivS,0.725,0.684,0.000704,0.42,
spotify:track:7dFDTg5E9EPUftyRAUm9qb,spotify:artist:2HTx7d0LmFQtmzj7pdBivS,0.675,0.686,0.222,0.397,
spotify:track:3ZOEytgrvLwQaqXreDs2Jx,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,0.618,0.938,0.0179,0.875,"alternative rock,funk metal,funk rock,permanent wave,rock"
spotify:track:4VgRRrTNP4O1p4oLzvLZ3b,spotify:artist:6U1lmwvy3I9dIYu9RalJi6,0.374,0.276,0.0748,0.19,"boston indie,countrygaze,new england emo,new england shoegaze,nu gaze,shoegaze,small room"
spotify:track:2xszK31YunQhW7skDLq8XA,spotify:artist:6U1lmwvy3I9dIYu9RalJi6,0.345,0.537,0.0000926,0.143,"boston indie,countrygaze,new england emo,new england shoegaze,nu gaze,shoegaze,small room"
spotify:track:76tGvMdmFKuiMew33ZNNA9,spotify:artist:2Tglaf8nvDzwSQnpSrjLHP,0.406,0.647,0.0427,0.344,"bedroom pop,dream pop"
spotify:track:3iFYY09Z5yoNy1QnJBt4AR,spotify:artist:3MATPJ9tYbcMhw5VOZrRU6,0.692,0.546,0.696,0.483,indie garage rock
spotify:track:3Xb7YUrClEKSXCZ2WkSv4p,spotify:artist:0ZvWHtmpsFUqCYJyFPigQp,0.241,0.421,0.802,0.0423,"dreamgaze,japanese shoegaze,shanghai indie,sinogaze"
spotify:track:5fpizYGbi5IQoEraj6FP0R,spotify:artist:03r4iKL2g2442PT9n2UKsx,0.734,0.864,0.022,0.47,"alternative rock,east coast hip hop,golden age hip hop,hip hop,old school hip hop,rap,rap rock,rock"
spotify:track:0LMnm18zZKMlRe59xxA3o3,spotify:artist:0hyUSoWsUbtXhzmY2JWObX,0.541,0.591,0.09,0.589,math pop
spotify:track:2HZLXBOnaSRhXStMLrq9fD,spotify:artist:1Qp56T7n950O3EGMsSl81D,0.466,0.9,0.000235,0.561,"hard rock,metal"
spotify:track:43PuMrRfbyyuz4QpZ3oAwN,spotify:artist:2EMAnMvWE2eb56ToJVfCWs,0.525,0.433,0.107,0.276,"kentucky hip hop,r&b,rap"
spotify:track:3pXF1nA74528Edde4of9CC,spotify:artist:2EMAnMvWE2eb56ToJVfCWs,0.765,0.356,0.223,0.189,"kentucky hip hop,r&b,rap"
spotify:track:1vovAlY1kPQ70KHQSdJQN2,spotify:artist:4GvjjblfIzlx6lJeoPheiB,0.26,0.786,0.00528,0.229,japanese emo
spotify:track:2FRnf9qhLbvw8fu4IBXx78,spotify:artist:5lpH0xAS4fVfLkACg9DAuM,0.735,0.478,0.189,0.947,"new romantic,new wave,new wave pop,soft rock"
spotify:track:7lEbuo9yS0tutxbuT4Uxrh,spotify:artist:2J2V1PxHVZ1ANtT8Y2UdTS,0.63,0.831,0.478,0.554,soul flow
spotify:track:69DorHb4zrXLXHN2053i80,spotify:artist:7tWGL5GVOJlbycpq3AgiU9,0.544,0.346,0.44,0.168,cloud rap
spotify:track:4nJE6dT3pnsBU4tb0i9PP8,spotify:artist:1aKxOOjrr9tPOCat11beik,0.709,0.643,0.117,0.552,canadian contemporary r&b
spotify:track:6uZqmoksy2v7HtrsNeMVey,spotify:artist:4dNQxkLk2M9kwnLU3EGjlH,0.916,0.638,0.142,0.678,
spotify:track:2kSb3wYSOV996xA2NSmpck,spotify:artist:1U1el3k54VvEUzo3ybLPlM,0.574,0.479,0.179,0.303,colombian pop
spotify:track:33aeIIAqIJuSWOF1bNfvAg,spotify:artist:5wqj5DHpNUW5TySzEtzdFg,0.809,0.547,0.474,0.849,neue neue deutsche welle
spotify:track:5iUQMwxUPdJBFeGkePtM66,"spotify:artist:4LLpKhyESsyAXpc4laK94U, spotify:artist:3jK9MiCrA42lLAdMGUZpwa",0.836,0.67,0.00826,0.556,"hip hop,pittsburgh rap,rap,escape room,hip hop,indie soul,neo soul"
spotify:track:4brX8MJs5hxErgq48f9REO,spotify:artist:4LLpKhyESsyAXpc4laK94U,0.742,0.561,0.566,0.55,"hip hop,pittsburgh rap,rap"
spotify:track:1eDS8ii1utvj0PjfQLrDb4,spotify:artist:4LLpKhyESsyAXpc4laK94U,0.614,0.591,0.527,0.481,"hip hop,pittsburgh rap,rap"
spotify:track:6hzbRKhJHo6cfCHSnNaDS8,"spotify:artist:4LLpKhyESsyAXpc4laK94U, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg",0.467,0.41,0.328,0.136,"hip hop,pittsburgh rap,rap,conscious hip hop,hip hop,rap,west coast rap"
spotify:track:453spNn4mGdYErYt3rGhSX,spotify:artist:5o8Wylae9k23IEJMIiwd8s,0.324,0.163,0.974,0.0852,"brooklyn indie,chamber pop,indie rock,melancholia"
spotify:track:0pJZMjg0AKPix6NNdLs0eb,spotify:artist:6RCI4WXRwG9jnRHZgzBYFr,0.612,0.643,0.134,0.426,"bedroom soul,lo-fi rap"
spotify:track:1sdfOasjAZiX29wx0CzFT2,spotify:artist:2E701AAAlg7LthbISEZv0N,0.537,0.985,0.0825,0.419,glitchbreak
spotify:track:0Qr61NXlyAeQaADO5xn3rI,spotify:artist:1QAJqy2dA3ihHBFIHRphZj,0.409,0.399,0.763,0.161,"ambient pop,dream pop,el paso indie,shoegaze"
spotify:track:0dBatXn1vVUl0jLgXRClwD,spotify:artist:3PhoLpVuITZKcymswpck5b,0.665,0.673,0.259,0.779,"glam rock,mellow gold,piano rock,rock"
spotify:track:7Hy7Fgp3es9APBsQIzEF3V,spotify:artist:4iMO20EPodreIaEl8qW66y,0.609,0.431,0.344,0.38,"bedroom pop,oakland indie,pov: indie"
spotify:track:6DJ3xjYdVr59ghMucILIW4,spotify:artist:6hij65GZ1ENmV4C8YeiYwP,0.228,0.922,0.0000945,0.0611,chill breakcore
spotify:track:11aZsNCLXrbOO4ooUEzIaL,spotify:artist:6hij65GZ1ENmV4C8YeiYwP,0.448,0.625,0.00292,0.124,chill breakcore
spotify:track:5wCT8PLpvSkRo867tmnNaE,spotify:artist:1He0ZKninbT4FMEV9hUZKn,0.879,0.256,0.392,0.42,proto-hyperpop
spotify:track:4U40Gfg9gwEyp3u3ZBuaGp,spotify:artist:6oZkXVodBHhty6H0PuSJei,0.281,0.796,0.0231,0.439,weirdcore
spotify:track:2hlr7HkvUdc3m89LqpRoBr,spotify:artist:5uNdSqYXxC3fYVMyKFfu7w,0.708,0.647,0.00742,0.24,
spotify:track:1gNPP8TazAPuvq6R8oxxnU,spotify:artist:41Nu7NgAj9rJxjj7JDuXrV,0.307,0.196,0.923,0.0455,"indian electronic,indian indie,new delhi indie"
spotify:track:6ODZd2ehNzWbzNBJi0lu5s,spotify:artist:0TqNtgcRhRduvY1cc9MKFm,0.331,0.951,0.0047,0.481,"belgian indie rock,belgian rock"
spotify:track:7aq7LcPDg6UtGLPinc5Bsw,spotify:artist:5ZpcdA4SH2pFiyTcjSH6tB,0.672,0.485,0.00228,0.834,knoxville indie
spotify:track:0sgbJtXvUJbSIPPpW3ZFE9,spotify:artist:5gUhHq8gBa1Vve0P6YXpj5,0.472,0.723,0.564,0.272,
spotify:track:5Vth7eImumlAyhsW8PqqAM,spotify:artist:1xFMeZFEf4ZUfuKwrfs5lB,0.815,0.497,0.000104,0.472,modern indie pop
spotify:track:5AGhb4OMEF84seDomdr5u4,spotify:artist:58QP6z41dSgPjoiJkIjCcL,0.464,0.774,0.0714,0.401,"american shoegaze,chillwave,nu gaze,portland indie"
spotify:track:7JYOcy5MyxHLkr9Fni4Uos,spotify:artist:4fNyHJVpejfDhaaWk9jOfN,0.431,0.41,0.178,0.278,christchurch indie
spotify:track:6ms7t4TOZD2P3SF88GMtXj,spotify:artist:2UyOnfaE8nWXKPwYQyp2La,0.484,0.949,0.00689,0.0389,"chill breakcore,glitchbreak,mashcore"
spotify:track:4jlRPtpSFOnzpVKj1CUiF8,spotify:artist:2UyOnfaE8nWXKPwYQyp2La,0.481,0.263,0.587,0.0559,"chill breakcore,glitchbreak,mashcore"
spotify:track:0hCxAl8TXVuYevCPolGSWc,spotify:artist:2UyOnfaE8nWXKPwYQyp2La,0.316,0.841,0.0000197,0.511,"chill breakcore,glitchbreak,mashcore"
spotify:track:4G8gkOterJn0Ywt6uhqbhp,spotify:artist:53XhwfbYqKCa1cC15pYq2q,0.448,0.784,0.0999,0.237,"modern rock,pop,rock"
spotify:track:0bZD1r14N5QHWhs5dubpbR,"spotify:artist:3f6QhdjAcJAkqQEnikPnz6, spotify:artist:3ZEWMyP9qZhQi7d4nwGV9f",0.35,0.928,0.0000367,0.131,"chill breakcore,chill breakcore"
spotify:track:6AC04d82tt0MHMMivnhYds,spotify:artist:0CCqHvxGgfjJzwzQzmPlEr,0.872,0.75,0.29,0.873,"indie soul,popping,synth funk"
spotify:track:0N3H8hAe6Lfu2iGSxGVdGQ,"spotify:artist:64tVHZVSAZhDEiOJxnb6hE, spotify:artist:12VaqyEhgwDRuFfEqbnrpz",0.525,0.788,0.0179,0.675,"alternative rock,chamber pop,melancholia,slacker rock,alternative rock,art pop,melancholia,permanent wave,piano rock,singer-songwriter"
spotify:track:1yJpRMBvx6Ulk1DaV2Zlig,spotify:artist:2anrtCF3IhozMpTAfpzJnx,0.542,0.623,0.112,0.338,"australian shoegaze,chill dream pop"
spotify:track:5mexbTuWx9d8DPZk4sDGF4,"spotify:artist:6fxyWrfmjcbj5d12gXeiNV, spotify:artist:0G57ms4DD5dn6wXwuFOLdO, spotify:artist:5XenQ7XfcvQdfIbpLEFaKQ",0.551,0.725,0.194,0.692,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop,indie hip hop,miami hip hop,alternative r&b"
spotify:track:1WLlxCGmYkAIDN5wpyJ4kE,spotify:artist:60J5TDNg9Xxp9zxDXpBOjM,0.744,0.137,0.52,0.0377,lo-fi beats
spotify:track:1MgWwiWSF8UeoNfkxOOiGH,spotify:artist:1WZarnZpWEv7dDtjAETt4X,0.401,0.435,0.691,0.193,"ambient pop,hyper-rock"
spotify:track:7EYg8VsmBXu9le1wqgt9Mx,spotify:artist:4kWiwhQ6JbSuiHX3qhQ66k,0.659,0.704,0.35,0.802,"dark trap,emo rap"
spotify:track:0FfJGfhIOiWjTgyKMk2djv,spotify:artist:0559tR6WyukLWH68JIGBuC,0.588,0.255,0.844,0.266,bristol indie
spotify:track:320KhKBRb2iqRXGlrJ1puj,spotify:artist:0559tR6WyukLWH68JIGBuC,0.401,0.82,0.279,0.0666,bristol indie
spotify:track:5yV8zS4Ro68DdBbiraLMhe,spotify:artist:6a27jEzxHDgONdmADAGcej,0.303,0.34,0.0427,0.0918,"downtempo,dream pop,drone,nu gaze,shoegaze,slowcore"
spotify:track:6J4XizhuOlKmPWykPrHIrV,spotify:artist:7riQPkkGZBnTh9ve5qIhYo,0.403,0.905,0.0013,0.294,dark synthpop
spotify:track:5FX89IUKm9QJT9ymrmyK4k,spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM,0.865,0.472,0.223,0.843,"hip hop,rap,tennessee hip hop,underground hip hop"
spotify:track:322jQ92QZRnliN8VbQMsUh,spotify:artist:15K8w0bfYieOr55vhSMgJN,0.274,0.144,0.932,0.172,
spotify:track:3n69hLUdIsSa1WlRmjMZlW,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5,0.615,0.658,0.096,0.293,"indie rock,indietronica,modern alternative rock,modern rock,rock"
spotify:track:7k10KqKRU0in6PPz0ae4TH,spotify:artist:7kLaLiBdbGiIC6jYwcpZbb,0.371,0.187,0.907,0.334,bubblegrunge
spotify:track:2o30WPx6z6lUvwqXzQvZRX,spotify:artist:5LkgVE79AHNZN7kMukfJFv,0.292,0.413,0.958,0.137,"chill dream pop,minneapolis indie,modern dream pop"
spotify:track:6AHEtczw5ZnewLxlGxdIvV,spotify:artist:5LkgVE79AHNZN7kMukfJFv,0.493,0.856,0.000168,0.42,"chill dream pop,minneapolis indie,modern dream pop"
spotify:track:3cCOyfYvjzrBmvzNFjATbM,spotify:artist:5BhFZpE8kUGZJiKOsYjLQM,0.824,0.576,0.551,0.23,"hyperpop,indie hip hop"
spotify:track:6181GPBniAGSehVju99EbC,spotify:artist:6uF2kVVbi5isizEXnPgA05,0.481,0.934,0.588,0.596,chill abstract hip hop
spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,spotify:artist:6LuN9FCkKOj5PcnpouEgny,0.799,0.539,0.199,0.394,"pop,pop r&b"
spotify:track:152lZdxL1OR0ZMW6KquMif,spotify:artist:6LuN9FCkKOj5PcnpouEgny,0.736,0.449,0.33,0.326,"pop,pop r&b"
spotify:track:39KG4kom3enSx4GTThuDGt,spotify:artist:6LuN9FCkKOj5PcnpouEgny,0.441,0.219,0.935,0.244,"pop,pop r&b"
spotify:track:5bgwqaRSS3M8WHWruHgSL5,spotify:artist:6LuN9FCkKOj5PcnpouEgny,0.83,0.585,0.225,0.642,"pop,pop r&b"
spotify:track:1vU4X8ffq8oNcvvqkgTEXm,"spotify:artist:042mLfOBpH8OoX8A6sUYhf, spotify:artist:3COxpEpUNPjccCz6TND2zN",0.241,0.452,0.35,0.0716,future funk
spotify:track:5Ebl4hcjZ7bBYtNpm90var,spotify:artist:4ukC5tyJcSsV0xgc5N012q,0.306,0.733,0.000818,0.161,chill breakcore
spotify:track:4oU1f0xXoSCSB4tpKPSwc7,spotify:artist:7rxyD0KDWwZ86aQNWfkJhz,0.511,0.768,0.0675,0.668,bedroom r&b
spotify:track:35cPCIASztHrjgCaCoeogl,spotify:artist:2dfxY7YDuYCUtWFzWTS6IR,0.487,0.649,0.00859,0.0507,"alternative emo,bubblegrunge,dreamo,emo,stl indie"
spotify:track:5gQcxYXqnofyocKgEbGYKt,spotify:artist:3gGUMEwIX6XodWsYEvKSal,0.864,0.664,0.0476,0.381,"alabama rap,rap,trap"
spotify:track:41LhQUkElADQ5YUbpYv2D0,spotify:artist:1VPmR4DJC1PlOtd0IADAO0,0.792,0.512,0.13,0.11,"cloud rap,dark trap,new orleans rap,underground hip hop"
spotify:track:4nldyznWPX3MZbUpZ3QMfP,spotify:artist:0dUllYYPbOLgiWDYZ27dKm,0.208,0.922,0.084,0.423,synth punk
spotify:track:4RZyqmqauYuQlvB4NfElJc,spotify:artist:318bGJ7GOvMhYhkNOe5kZ5,0.464,0.502,0.649,0.22,"chill r&b,indie r&b"
spotify:track:0Puj4YlTm6xNzDDADXHMI9,spotify:artist:03r4iKL2g2442PT9n2UKsx,0.324,0.938,0.032,0.543,"alternative rock,east coast hip hop,golden age hip hop,hip hop,old school hip hop,rap,rap rock,rock"
spotify:track:1MD6kwcSYhP3GlixJdvwyn,spotify:artist:5jLbQGcvxehi2Z6qkUP9Rh,0.406,0.526,0.313,0.332,bedroom pop
spotify:track:7qKX7wI4RK7hMYwJg6zRDE,spotify:artist:7r8xR0LmnaAM623MmRDn1V,0.855,0.395,0.229,0.375,"austindie,indie poptimism"
spotify:track:7cDlVNC3d0RRW4p2qmiMLm,spotify:artist:3vzJueN7TkCtYpz1myVmDU,0.721,0.163,0.796,0.707,"lo-fi beats,lo-fi study"
