track_uri,artist_uri,dan,ene,aco,val,artist_genres
spotify:track:0NG81T1PPzZv0AJDyVM1XU,spotify:artist:7vjRpVXoecwKTEsrb9iscj,0.443,0.551,0.291,0.0821,"indie soul,vapor soul"
spotify:track:5qkTnDBJPp0rIEKxhmN6ho,spotify:artist:20YT1aOty5tsMebdFO9OM1,0.484,0.906,0.0738,0.843,indie garage rock
spotify:track:67uZw1vZOb4uUlIdxiGIL8,spotify:artist:20YT1aOty5tsMebdFO9OM1,0.563,0.707,0.00249,0.259,indie garage rock
spotify:track:3BtXYlsDr51vXOX2S6in6L,spotify:artist:0fykVRaVSsAkxDFfLoCd1J,0.674,0.4,0.398,0.162,memphis hip hop
spotify:track:7aS9BSdc8HlNvSAEdALb18,spotify:artist:0fykVRaVSsAkxDFfLoCd1J,0.757,0.505,0.194,0.596,memphis hip hop
spotify:track:2tz0ZbKv5gvr6kEbbZ9XP2,spotify:artist:4v1IssGK0vWAyG0eK1aY21,0.694,0.407,0.0575,0.369,slowed and reverb
spotify:track:4RPTdKd6YN8UeFjPZkLrfc,spotify:artist:7Ht57YadlBXcFJDK3plmhO,0.596,0.174,0.962,0.0748,"indie rock,lo-fi,noise pop,olympia wa indie,shoegaze,slacker rock"
spotify:track:19sgjdm1Eh1U9NAxZpIGrB,"spotify:artist:0QLkmmM8acu07MIT5GcSPT, spotify:artist:1d1d37OudEcQSKhApzyxGt",0.514,0.735,0.0502,0.465,"australian indie rock,brisbane indie"
spotify:track:5hQIEzgKHmeDSkPxnIvDml,spotify:artist:2txTOM1PXeT6aMDnEtSbn1,0.711,0.829,0.397,0.965,indie hip hop
spotify:track:7gLSX6HlNso7WkoWPCGNGr,spotify:artist:5HaHjEOMBZBDiMXP7Wz1Zr,0.486,0.695,0.000119,0.0382,synthwave
spotify:track:6oDXwSPWcp7KT2B3funF8y,spotify:artist:0TtJkRL3Qzlf0aX5ozf7Vl,0.654,0.443,0.152,0.52,
spotify:track:237dlPXLNIsatIRYKRbCWN,spotify:artist:4ETeWE9SAfaNU7XQ1RB2wq,0.749,0.383,0.294,0.334,chill pop
spotify:track:3Vj8RQkFwOmDvUrwu6MtQZ,"spotify:artist:68kEuyFKyqrdQQLLsmiatm, spotify:artist:4IVAbR2w4JJNJDDRFP3E83, spotify:artist:294lNTPZfdqyzt8qnxmFiL",0.703,0.573,0.565,0.491,"conscious hip hop,hip hop,rap,underground hip hop,atl hip hop,melodic rap,r&b,rap,trap,alternative r&b"
spotify:track:5RQcH5zJ6moLeBX3ZA2A0W,spotify:artist:6sHCvZe1PHrOAuYlwTLNH4,0.623,0.558,0.0789,0.433,"bedroom pop,indie poptimism,pov: indie"
spotify:track:29e6BxPlL9QUMubTLmUbLD,spotify:artist:7Hvq85OU8T7Hsd63zNBwaL,0.335,0.279,0.181,0.039,"avant-prog,brutal prog,crank wave,noise rock,uk noise rock,uk post-punk revival"
spotify:track:6zPfTyYXLUffYcvLcFThRq,"spotify:artist:2CgysNw5B7rFNRtRjQbPZ9, spotify:artist:3MZsBdqDrRTJihTHQrO6Dq",0.363,0.352,0.857,0.0523,"indie dream pop,vapor soul,vapor twitch,viral pop"
spotify:track:2gOIi8lKTJMlXblG1yph58,"spotify:artist:66UCnFuIhlhvG12wMWeGsA, spotify:artist:2v8cgZJyWpEPht3I1Curgh",0.964,0.556,0.226,0.808,
spotify:track:3rQ0ZaLrkLv8HhAAKSbAC0,spotify:artist:5INjqkS1o8h1imAzPqGZBb,0.228,0.615,0.0487,0.12,"australian psych,modern rock,neo-psychedelic,rock"
spotify:track:0qAPo81oQCTibcxhzhNcUU,spotify:artist:61zd654Efxe9QDnCOm7q1I,0.441,0.699,0.0185,0.8,chill dream pop
spotify:track:3zQHkHhI4UkJdAYxQFQvhE,spotify:artist:7lAYeGtgIQjUZ5mw0XxEZ2,0.285,0.805,0.0806,0.395,"gaian doom,post-metal"
spotify:track:6zW3FUiOb0xIoNUpolRcqa,spotify:artist:2WnmyZFTWKPtt5HZ8frDdq,0.388,0.207,0.303,0.0881,modern psychedelic folk
spotify:track:5gTGFOB8RIihsPxfIC0OtH,spotify:artist:30F64wQIHvLiFTGaNZ73nU,0.197,0.588,0.507,0.0788,"atmospheric dnb,chill breakcore,glitchbreak,glitchcore"
spotify:track:2EBjkOHOH7HBh1smT7pTb1,spotify:artist:30F64wQIHvLiFTGaNZ73nU,0.323,0.882,0.0000726,0.0365,"atmospheric dnb,chill breakcore,glitchbreak,glitchcore"
spotify:track:3Ksyal4c4OD5g69t52Sc4e,spotify:artist:30F64wQIHvLiFTGaNZ73nU,0.581,0.902,0.00557,0.359,"atmospheric dnb,chill breakcore,glitchbreak,glitchcore"
spotify:track:1tbc9oKTJN65WVZiZGHAs1,spotify:artist:2bJhXmBzIW5xTAL2LGc6iw,0.455,0.677,0.102,0.187,"chill breakcore,glitchbreak"
spotify:track:1vXV0OWvDA1u2NKNhm94vj,"spotify:artist:4kqFrZkeqDfOIEqTWqbOOV, spotify:artist:5JZPSVFMUk4HGDdx68lN77",0.912,0.66,0.613,0.525,"glitchcore,hyperpop,hyperpop"
spotify:track:7EFrMhgZkwSLxPHb28IhJv,spotify:artist:4jd8Wp3Os5tXFV0NYm1570,0.862,0.65,0.0448,0.677,ottawa indie
spotify:track:1jqU3XItMR5JX4P8a3mzaq,spotify:artist:76whwWZPwPoPY0e6ZP2doW,0.808,0.702,0.241,0.532,
spotify:track:0EST5xuqr25Vxso8Yr4FHd,spotify:artist:64Fi0ymNIe3Moj4BPOq0NG,0.373,0.493,0.00029,0.0437,"grungegaze,nu gaze,shoegaze"
spotify:track:3nscVG4UOwCZjnU0S4mAh5,"spotify:artist:4x13f8mnFaaoUdFd5PPSgH, spotify:artist:0qfUD8we2TpzNAttGn5PL1",0.665,0.558,0.378,0.446,"r&b italiano,r&b italiano"
spotify:track:0ofHAoxe9vBkTCp2UQIavz,spotify:artist:08GQAI4eElDnROBrJRGE0X,0.828,0.492,0.0644,0.789,"album rock,classic rock,rock,soft rock,yacht rock"
spotify:track:5e9TFTbltYBg2xThimr0rU,spotify:artist:08GQAI4eElDnROBrJRGE0X,0.545,0.67,0.009,0.481,"album rock,classic rock,rock,soft rock,yacht rock"
spotify:track:1MHYAqWWdDRePmnqORynrq,spotify:artist:2xaAOVImG2O6lURwqperlD,0.489,0.892,0.000369,0.598,"modern alternative rock,modern rock,stomp pop,welsh rock"
spotify:track:7B0UsAj5qR6NeYQq3y74rF,spotify:artist:719aYkabpmAmY7DAQamb8h,0.394,0.719,0.00403,0.159,modern indie pop
spotify:track:3CSRKYbNultfhwhzOFakGF,spotify:artist:4YeyVA4cQEijNzJIBMqYOo,0.473,0.926,0.00000152,0.822,texasgaze
spotify:track:1zgnuCza7E3q0MHsnW5Hcl,spotify:artist:6gWGD0yeQYobb2sq0LUr7k,0.872,0.424,0.637,0.295,
spotify:track:6Q3i1oLE7d36iXRS9Jospd,spotify:artist:3VudAv6NDOBEIM3MWkq9Si,0.584,0.874,0.0666,0.68,
spotify:track:44hOGg1uFg1XJZGZYNwYmM,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,0.569,0.402,0.438,0.696,"new romantic,new wave,new wave pop,synthpop"
spotify:track:2Os83Fjr9ixsIRLMiaGCnj,spotify:artist:7C4sUpWGlTy7IANjruj02I,0.348,0.254,0.453,0.0687,"album rock,art rock,classic rock,mellow gold,new romantic,new wave,permanent wave,progressive rock,rock,singer-songwriter,soft rock"
spotify:track:5iDaEbPX8Lq2evx3ZpAgQU,spotify:artist:4HPbe1kKBultculBbxH66X,0.773,0.528,0.694,0.363,
spotify:track:469EIINp5M4QbG30sOkSPN,spotify:artist:5MJREYwNVcTl1ohELWlciR,0.307,0.925,0.00127,0.14,"chill breakcore,glitchbreak"
spotify:track:3Lsy6FhfVpQBbKe44ojBoD,spotify:artist:5MJREYwNVcTl1ohELWlciR,0.446,0.891,0.00536,0.451,"chill breakcore,glitchbreak"
spotify:track:1CqJnilXLMr1NSRlAg6ohP,spotify:artist:5MJREYwNVcTl1ohELWlciR,0.399,0.943,0.000881,0.131,"chill breakcore,glitchbreak"
spotify:track:76g7tJIdinIMcErRorLC9C,spotify:artist:5MJREYwNVcTl1ohELWlciR,0.44,0.669,0.409,0.191,"chill breakcore,glitchbreak"
spotify:track:5qspeKX1xBacLJMm2t3Yc0,spotify:artist:3Uqu1mEdkUJxPe7s31n1M9,0.222,0.342,0.635,0.0997,"art pop,chamber pop,dream pop,experimental folk,indie pop"
spotify:track:51EMSRpNm9Rg5rGViVCczv,spotify:artist:3Uqu1mEdkUJxPe7s31n1M9,0.467,0.461,0.368,0.188,"art pop,chamber pop,dream pop,experimental folk,indie pop"
spotify:track:6f4itfvWzS59Qu7JWorhxn,spotify:artist:3Uqu1mEdkUJxPe7s31n1M9,0.086,0.362,0.636,0.089,"art pop,chamber pop,dream pop,experimental folk,indie pop"
spotify:track:5FxwtORNSLzaK772hiX4OF,spotify:artist:6DXKfwBkjg8sxlDi0Zgohk,0.371,0.846,0.0000642,0.312,australian shoegaze
spotify:track:5kMiMqkz9T8fwvWhAFgGNG,spotify:artist:6zvul52xwTWzilBZl6BUbT,0.253,0.575,0.00409,0.214,"alternative rock,boston rock,permanent wave,rock"
spotify:track:4kRVS1AZ218gzWPDECbxKF,spotify:artist:0UFKnbRkop5zKvIHhbnMCI,0.61,0.581,0.217,0.808,trap soul
spotify:track:1ll6pqYtsqqvdN5njhcPDp,spotify:artist:4nKyYt2axGG3xfOInnxmFe,0.674,0.835,0.442,0.553,
spotify:track:49mcwkJTu9JNHTSPdxFbv6,spotify:artist:2bUPDZFoC3GlwJyEggn8Jj,0.606,0.368,0.33,0.481,
spotify:track:5xz9GcQI6wDVjSFneT8J6n,spotify:artist:0ypSujQpBRgRAeOS7YzhnP,0.71,0.699,0.479,0.842,bedroom pop
spotify:track:0IJlg330xnSoJJ8nDKB6H1,spotify:artist:3wENndPAPACVtaHTFogPUI,0.161,0.386,0.948,0.0397,"comfy synth,dungeon synth"
spotify:track:52DtGYqUJBb0cy2tuq134l,spotify:artist:4ZeB1hzT2mSZrf7wszOqHs,0.783,0.675,0.0126,0.447,"hopebeat,indie poptimism,vapor soul"
spotify:track:1GxNPd5r7D1zChEMuMhue0,spotify:artist:2KjAo6wVc9d2WcxdxSArpV,0.429,0.167,0.902,0.0913,"indie anthem-folk,indie folk"
spotify:track:7BSMSvK0WxrDeI98bswYa8,spotify:artist:2KjAo6wVc9d2WcxdxSArpV,0.393,0.0668,0.963,0.0384,"indie anthem-folk,indie folk"
spotify:track:2cVJ5HjuSx2UnrIEQ1SZ5A,spotify:artist:4aOXTZ1hY3VhWkqnJhFn2u,0.0887,0.616,0.00143,0.221,
spotify:track:4QBxtbK00Drv9ROqdX1ld1,spotify:artist:01O6qxIrBMxnALWGgrKmJW,0.72,0.544,0.0828,0.317,
spotify:track:6ZIdOK8AfeIwDlCOM22TVK,spotify:artist:1utT39CwCZruFdvmbvDusl,0.263,0.639,0.0608,0.064,"chill breakcore,glitchbreak"
spotify:track:4wWI2FH8OsBo9Llvi3GJGt,spotify:artist:1utT39CwCZruFdvmbvDusl,0.251,0.741,0.0141,0.063,"chill breakcore,glitchbreak"
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,0.557,0.924,0.0271,0.566,"emo,modern rock,pop,pop punk,rock"
spotify:track:4cDTItMvBrxJdFUqbTr7Nk,spotify:artist:02YFwGQvc8ELtBL9c2JtMZ,0.581,0.488,0.0201,0.323,"plugg,pluggnb"
spotify:track:0mgYfxXj8BstVYXo7olFA5,spotify:artist:4nrZ7yhBckcZ3QsPzF3EHV,0.415,0.505,0.00786,0.0387,chill breakcore
spotify:track:2cWHN0WK52RGAWHgaDamUA,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,0.435,0.423,0.0916,0.451,"album rock,classic rock,heartland rock,mellow gold,rock,soft rock,yacht rock"
spotify:track:72794Eag03xdy7TO0KNuid,spotify:artist:2h93pZq0e7k5yf4dywlkpM,0.35,0.12,0.982,0.121,"lgbtq+ hip hop,neo soul"
spotify:track:6aXzXoyT0UG9ZHGqcSrEr8,spotify:artist:24M8W1AklCxyWTKjrJZDQ8,0.422,0.931,0.00295,0.36,"alternative emo,charlotte nc indie,emo,midwest emo,north carolina emo"
spotify:track:0i1ei0MfGu7Dx39zE6CQ57,spotify:artist:24M8W1AklCxyWTKjrJZDQ8,0.366,0.847,0.0071,0.365,"alternative emo,charlotte nc indie,emo,midwest emo,north carolina emo"
spotify:track:7uhut9DeOukBcMgVWwuSi5,spotify:artist:24M8W1AklCxyWTKjrJZDQ8,0.555,0.723,0.002,0.348,"alternative emo,charlotte nc indie,emo,midwest emo,north carolina emo"
spotify:track:75CMUZx202HUeCtIXQjBVI,spotify:artist:6Irs7fI5Xuwhx38JhtarDu,0.705,0.735,0.0765,0.896,modern indie pop
spotify:track:2jNwmwsbYrbZ6Y2nIahZ4F,"spotify:artist:4fqDivs0BnIje4XZ10cF2d, spotify:artist:19nnKeOt6Vo1g0ijPcFxdu",0.587,0.922,0.649,0.86,rhythm game
spotify:track:1QGhOLLtC6tomE1ZdtKVHA,"spotify:artist:4fqDivs0BnIje4XZ10cF2d, spotify:artist:19nnKeOt6Vo1g0ijPcFxdu",0.691,0.737,0.442,0.931,rhythm game
spotify:track:0VfMdTYBS675BBmEs54G4c,"spotify:artist:4fqDivs0BnIje4XZ10cF2d, spotify:artist:19nnKeOt6Vo1g0ijPcFxdu",0.513,0.91,0.0407,0.432,rhythm game
spotify:track:1OYN2TIZNYqRQJgPSaAsSW,spotify:artist:1cahIYMTwdmZtcjAq48MUC,0.599,0.825,0.0527,0.912,minneapolis indie
spotify:track:6t7RyfzXe6kEk2t2N7Adcn,spotify:artist:4mRFZ6ovRHoxsRBE3uymPY,0.477,0.674,0.0112,0.145,"brazilian indie rock,brazilian lo-fi rock,musica blumenauense,shoegaze brasileiro"
spotify:track:1UWhx0pFZccP4jdCIZsj7U,spotify:artist:2FXC3k01G6Gw61bmprjgqS,0.463,0.373,0.673,0.184,"irish singer-songwriter,modern rock,pop,pov: indie"
spotify:track:2xWiANrxoCub6LSdsUjoMj,spotify:artist:62TZuRSv7K8KK5BmL90K32,0.405,0.606,0.0115,0.198,
spotify:track:42Z8moYh30XOVffltDDUgK,spotify:artist:16GcWuvvybAoaHr0NqT8Eh,0.548,0.412,0.852,0.151,"alabama indie,modern blues rock,rock"
spotify:track:5qGavrnGfH766WNp5pZXS2,spotify:artist:16GcWuvvybAoaHr0NqT8Eh,0.392,0.57,0.204,0.191,"alabama indie,modern blues rock,rock"
spotify:track:7obaBTutSDUnUdBEQmldUD,spotify:artist:4I0iGnuW9JgdWr6WsFIHj5,0.933,0.853,0.0159,0.498,"south african hip hop,south african pop,south african pop dance"
spotify:track:52jrkbPtSa6PytFF3cG70Y,spotify:artist:2HkSsS8O2U2gPhnCGVN5vn,0.273,0.565,0.516,0.298,"indie pop,la pop,pov: indie"
spotify:track:30VrQHlWrHCqVPR4oqGfKR,spotify:artist:2HkSsS8O2U2gPhnCGVN5vn,0.659,0.621,0.172,0.572,"indie pop,la pop,pov: indie"
spotify:track:7D6Jzo3YzS5kPwU1LlZDog,spotify:artist:2HkSsS8O2U2gPhnCGVN5vn,0.367,0.551,0.225,0.196,"indie pop,la pop,pov: indie"
spotify:track:6iwXzkhrOgokSyTmKZQvym,spotify:artist:4yYvor6Rq4fG82J1L47DYp,0.636,0.581,0.232,0.727,bedroom pop
spotify:track:5SG2BVsZr0W7cFAkjh60TT,spotify:artist:4yYvor6Rq4fG82J1L47DYp,0.747,0.614,0.00326,0.843,bedroom pop
spotify:track:0ySdgBRkKVytIzrPTR86Vm,spotify:artist:7qh0Fzuz79iruogSwYTY3G,0.481,0.556,0.0108,0.3,
spotify:track:4DC5KOVFFJrW0Aemi3a0h1,"spotify:artist:7tQmgVV3YqxFFQMDZwbzjS, spotify:artist:6bnlvICBjK7fuNSB1ohqS5, spotify:artist:3CSZsKaBvXZDsW2x6hELXV",0.605,0.434,0.641,0.196,"cloud rap,dark trap"
spotify:track:6DB2KOEwHnjkgEnBt5SdeJ,"spotify:artist:1RyvyyTE3xzB2ZywiAwp0i, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg",0.727,0.431,0.0111,0.223,"atl hip hop,hip hop,rap,southern hip hop,trap,conscious hip hop,hip hop,rap,west coast rap"
spotify:track:0MnI39P9Dze0PSUjetb8Va,spotify:artist:6FITmSxIMsk6TfulFiCIIz,0.485,0.731,0.00109,0.831,southern rock
spotify:track:7xyYsOvq5Ec3P4fr6mM9fD,spotify:artist:12Chz98pHFMPJEknJQMWvI,0.412,0.92,0.000456,0.455,"alternative rock,modern rock,permanent wave,rock"
spotify:track:3Ho1JYUvAJscHyzE1w5vyC,spotify:artist:52FotRaJbM9Kepqe2mTNvR,0.438,0.422,0.357,0.135,
spotify:track:7lDPr3wYYKewaye3RHRXZx,spotify:artist:7bWhprEBI3iMP5ZSw7p5tL,0.384,0.85,0.000403,0.592,socal indie
spotify:track:7kakp7vYlAUJAOTBYh42ic,spotify:artist:3VHAySZQPlfGlNLslzXYpN,0.616,0.733,0.27,0.465,"r&b en espanol,rap latina"
spotify:track:0QVjM0jL1OwDxUw4KfATKy,"spotify:artist:2rLGlNI6htigNxx172qxLu, spotify:artist:48wt14F9gzlkNDRdXyJTQz",0.546,0.966,0.0157,0.316,"dariacore,glitchcore,hyper-rock,hyperpop,glitchcore,hyperpop"
spotify:track:1N3OTRDeaeTcybizwQ6vB3,spotify:artist:67Dg546QfThu4PuanvFD8y,0.524,0.788,0.000416,0.337,"hopebeat,indie poptimism,indie rockism,modern alternative rock,modern rock"
spotify:track:0Duevp5ytVdmRkCWFXQHwr,spotify:artist:3Y7RZ31TRPVadSFVy1o8os,0.598,0.723,0.486,0.532,"r&b,rap"
spotify:track:6oEVnWKgPqIEPc53OYDNqG,"spotify:artist:3Y7RZ31TRPVadSFVy1o8os, spotify:artist:2EMAnMvWE2eb56ToJVfCWs",0.45,0.352,0.649,0.408,"r&b,rap,kentucky hip hop,r&b,rap"
spotify:track:2Srbekd8waUUAr0gIMt5dg,"spotify:artist:1iH2Yx2Ea0kZ0zKI3Nlk30, spotify:artist:6FBDaR13swtiWwGhX1WQsP",0.508,0.591,0.0352,0.258,"indie pop rap,pop rap,alternative metal,modern rock,pop punk,punk,rock,socal pop punk"
spotify:track:1t0P9nBKpnrh5MntGd3qw6,"spotify:artist:2lrtGWxNXWjd0JzDLKXubI, spotify:artist:34nbQa7Hug9DYkRJpfKNFv",0.53,0.828,0.215,0.471,"cali rap,oakland hip hop,corrido,corridos tumbados,musica mexicana,norteno,sad sierreno,sierreno"
spotify:track:7rElK9aQ3IKPuqjjThwnLm,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,0.529,0.694,0.0523,0.322,"hip hop,ohio hip hop,pop rap,rap"
spotify:track:0uMZbmAAgOhdMrv25iPEH6,spotify:artist:48nHO1cuTbpx4ELhChsxX1,0.558,0.697,0.00339,0.172,"wave,witch house"
spotify:track:1TPgw76OuRx2VA390Kjari,spotify:artist:0xPoVNPnxIIUS1vrxAYV00,0.557,0.458,0.0499,0.262,"deep new americana,indie pop,pov: indie"
spotify:track:2lxl55hHNfA6L9uKqeCIlS,spotify:artist:7LtrLa6TmVPbzfkYVhqxmo,0.801,0.69,0.845,0.702,chill abstract hip hop
spotify:track:4dIetrrvBO9nyTYJUOh9hx,spotify:artist:3AA28KZvwAUcZuOKwyblJQ,0.775,0.594,0.00188,0.624,"alternative hip hop,modern rock,rock"
spotify:track:4RVwu0g32PAqgUiJoXsdF8,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,0.332,0.225,0.767,0.297,"art pop,pop"
spotify:track:3ufVLdczN5bzeqTkGvd0i1,spotify:artist:2P2BXSc0Wxpf10Fpno38rl,0.629,0.676,0.293,0.385,vienna indie
spotify:track:7KSLjqS0TlTFCTNjU0msNC,spotify:artist:78CgVNlDQMvOVDIrRL84tJ,0.643,0.407,0.0928,0.568,london indie
spotify:track:3YNXlJn3dlF06A4X1lnAql,spotify:artist:7zmtMpvftyeW2mTcZlezAi,0.307,0.944,0.0036,0.326,"glitchbreak,maidcore"
spotify:track:4eMieCRmC8gRJ9AelFPiTo,spotify:artist:22vqVhfPJab5kkU9txDGX3,0.819,0.645,0.0362,0.545,"alternative r&b,indie r&b"
spotify:track:4QoF0lCUKIvPIqUYc4z6Gv,spotify:artist:5luRIEhyaVB12mabNujZHx,0.435,0.752,0.0286,0.332,"math pop,math rock"
spotify:track:1280ebYtTct0ytDEZdrcvQ,spotify:artist:7I3bkknknQkIiatWiupQgD,0.668,0.67,0.262,0.654,pov: indie
spotify:track:0zeeAjrLX2mNacLeefRTGG,"spotify:artist:7wbkl3zgDZEoZer357mVIw, spotify:artist:2Tglaf8nvDzwSQnpSrjLHP",0.513,0.503,0.364,0.309,"bedroom pop,bergen indie,norwegian indie,pov: indie,bedroom pop,dream pop"
spotify:track:64qmLY9DLw4hoUzIWh7bmS,spotify:artist:5TlEHNqVreukNnk4aj7mVr,0.659,0.627,0.531,0.782,dallas indie
spotify:track:0zyHrHxbJvaIBybhbhnyP9,spotify:artist:7zmtMpvftyeW2mTcZlezAi,0.516,0.663,0.000622,0.285,"glitchbreak,maidcore"
spotify:track:2bC6P53Q8O30R6xqnNi5kd,spotify:artist:7zmtMpvftyeW2mTcZlezAi,0.531,0.836,0.0397,0.186,"glitchbreak,maidcore"
spotify:track:3dvihfaLpJpgbotMoApXXI,spotify:artist:7zmtMpvftyeW2mTcZlezAi,0.203,0.779,0.0000221,0.256,"glitchbreak,maidcore"
spotify:track:2CvOoB4EPSFPkEHHTJNbsT,spotify:artist:7zmtMpvftyeW2mTcZlezAi,0.533,0.786,0.027,0.0858,"glitchbreak,maidcore"
spotify:track:1nw03X4AIfyY5iyHSYarjM,spotify:artist:7zmtMpvftyeW2mTcZlezAi,0.541,0.949,0.00158,0.413,"glitchbreak,maidcore"
spotify:track:4DIJFyjDtMFPPuyZmNUDl7,spotify:artist:7zmtMpvftyeW2mTcZlezAi,0.502,0.925,0.000614,0.0613,"glitchbreak,maidcore"
spotify:track:1Zgbjzeu5kgBySCAKa1HVs,spotify:artist:7zmtMpvftyeW2mTcZlezAi,0.458,0.84,0.000647,0.292,"glitchbreak,maidcore"
spotify:track:0nA7q7dQOBsBnBxbLW7yIc,spotify:artist:7zmtMpvftyeW2mTcZlezAi,0.481,0.709,0.00122,0.364,"glitchbreak,maidcore"
spotify:track:6T3sH1EuBMijU1MHe2WFJt,spotify:artist:7J67YP5oiObsKJkC7mrRWW,0.568,0.301,0.501,0.329,
spotify:track:5OubXD0U4ZbmP9cuGXm6GZ,"spotify:artist:2gdp9EASFocvbsj2MV7lU7, spotify:artist:6E1WpiaAx1nKteZCKXoFPt",0.557,0.748,0.146,0.51,
spotify:track:3Sj4lCOlYVeHpkvuc9W5Vn,"spotify:artist:4yvcSjfu4PC0CYQyLy4wSq, spotify:artist:6fxyWrfmjcbj5d12gXeiNV",0.715,0.438,0.12,0.418,"gauze pop,indietronica,modern rock,pov: indie,shiver pop,dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop"
spotify:track:02MWAaffLxlfxAUY7c5dvx,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,0.761,0.525,0.44,0.531,"gauze pop,indietronica,modern rock,pov: indie,shiver pop"
spotify:track:5t0Aali9tBjm3Qy8VLmbMq,spotify:artist:3L0Y3HCo2pOCKATQOTvWvn,0.425,0.893,0.0207,0.0682,chill breakcore
spotify:track:135CNI3lAFuzcgfHPcvMI1,spotify:artist:24M8W1AklCxyWTKjrJZDQ8,0.582,0.781,0.268,0.78,"alternative emo,charlotte nc indie,emo,midwest emo,north carolina emo"
spotify:track:3CZo1rwHUXpoO99KzOGvNV,spotify:artist:24M8W1AklCxyWTKjrJZDQ8,0.387,0.623,0.494,0.469,"alternative emo,charlotte nc indie,emo,midwest emo,north carolina emo"
spotify:track:1XzP1wolujnXlgoB2Lbwy7,spotify:artist:5p9HO3XC5P3BLxJs5Mtrhm,0.641,0.365,0.43,0.348,"pov: indie,psychedelic pop"
spotify:track:7onHzHeOVE3M9p0tNKQbXc,spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ,0.981,0.338,0.25,0.606,"pop rap,portland hip hop,rap,underground hip hop"
spotify:track:6bCbBTw3mqHWQwhFMMaOOq,"spotify:artist:0ABk515kENDyATUdpCKVfW, spotify:artist:4V8LLVI7PbaPR0K2TGSxFF",0.46,0.825,0.451,0.515,"alternative hip hop,boom bap,buffalo hip hop,drumless hip hop,hip hop,upstate ny rap,hip hop,rap"
spotify:track:4yXKLDrHYrffSVmQOFdbDA,spotify:artist:6PsktPFR0UZptKdSqmlS5h,0.296,0.494,0.0715,0.175,"alternative emo,diy emo,emo,indie punk,north carolina emo"
spotify:track:3hblhLukQEvoHDMBNTNIz8,spotify:artist:2CuOUSuuNeBykJ3x9rOlUN,0.51,0.354,0.874,0.28,
spotify:track:5z1wOyEyoRu0HTkXYvuqiH,spotify:artist:2RqrWplViWHSGLzlhmDcbt,0.929,0.573,0.0173,0.305,"alternative r&b,art pop,escape room,experimental house"
spotify:track:7iwiTEn7PJYhB4vf3szzAN,"spotify:artist:17lzZA2AlOHwCwFALHttmp, spotify:artist:137W8MRPWKqSmrBGDBFSop",0.549,0.902,0.056,0.557,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap,hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap"
spotify:track:1yYlpGuBiRRf33e1gY61bN,spotify:artist:07D1Bjaof0NFlU32KXiqUP,0.48,0.311,0.313,0.162,indie pop
spotify:track:0BLa7Jc0q5ZwVDL12dVaga,spotify:artist:07D1Bjaof0NFlU32KXiqUP,0.55,0.329,0.0478,0.0943,indie pop
spotify:track:1njVROLMK2Hgj8WJyWwAV1,spotify:artist:07D1Bjaof0NFlU32KXiqUP,0.359,0.515,0.174,0.189,indie pop
spotify:track:7c9srBkFoHv13JZaQlachO,spotify:artist:07D1Bjaof0NFlU32KXiqUP,0.475,0.458,0.0101,0.371,indie pop
spotify:track:28MZgTPjZyDeG4H60ozN0g,spotify:artist:07D1Bjaof0NFlU32KXiqUP,0.552,0.651,0.00932,0.379,indie pop
spotify:track:2fpzSINgTCbf4sS7LH39G5,spotify:artist:7EWU4FhUJM1sZQgQKdENeT,0.871,0.567,0.171,0.794,"conscious hip hop,indie pop rap"
spotify:track:4Yw8XKDrmJSMNFqvd8JZJ6,spotify:artist:3xXUZ2bPGudLudm2eBE7I0,0.343,0.324,0.578,0.133,
spotify:track:7sO5G9EABYOXQKNPNiE9NR,"spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW, spotify:artist:0iEtIxbK0KxaSlF7G42ZOp",0.88,0.428,0.149,0.333,"atl hip hop,hip hop,pop rap,rap,trap,rap"
spotify:track:1oOEkBNp4zWnkD7nWjJdog,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,0.586,0.512,0.723,0.235,"conscious hip hop,hip hop,north carolina hip hop,rap"
spotify:track:04npC3La37wuGbnjn4F4W1,spotify:artist:5BwsX8bXOFC1YnqSlyfOKM,0.442,0.773,0.235,0.697,"chill abstract hip hop,indie hip hop"
spotify:track:7xMgQU27IZkyExNtTrEPSk,spotify:artist:7qME2V5vIIPqIKCpzxQMPz,0.483,0.591,0.386,0.149,indie garage rock
spotify:track:3DiRnA7UDlUPrGDOF9Zb4u,spotify:artist:1dy5WNgIKQU6ezkpZs4y8z,0.743,0.486,0.44,0.346,"alt z,bedroom pop,pov: indie"
